agricultureStructureIndicator,baseFloodElevation,basementEnclosureCrawlspaceType,cancellationDateOfFloodPolicy,condominiumCoverageTypeCode,construction,crsClassCode,buildingDeductibleCode,contentsDeductibleCode,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,federalPolicyFee,ratedFloodZone,hfiaaSurcharge,houseOfWorshipIndicator,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,nonProfitIndicator,numberOfFloorsInInsuredBuilding,obstructionType,occupancyType,originalConstructionDate,originalNBDate,policyCost,policyCount,policyEffectiveDate,policyTerminationDate,policyTermIndicator,postFIRMConstructionIndicator,primaryResidenceIndicator,rateMethod,regularEmergencyProgramIndicator,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,totalInsurancePremiumOfThePolicy,cancellationVoidanceReasonCode,subsidizedRateType,iccPremium,reserveFundAssessment,communityProbationSurcharge,premiumPaymentIndicator,buildingReplacementCost,basicBuildingRate,additionalBuildingRate,basicContentsRate,AdditionalContentsRate,enclosureTypeCode,buildingDescriptionCode,insuranceToValueCode,postFirmVzoneIndicator,floodproofedIndicator,waitingPeriodType,rolloverTransferCode,endorsementEffectiveDate,propertyPurchaseDate,rentalPropertyIndicator,tenantIndicator,stateOwnedIndicator,disasterAssistanceCoverageRequiredCode,mandatoryPurchaseFlag,grandfatheringTypeCode,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,programTypeIndicator,mapPanelNumber,mapPanelSuffix,floodZoneCurrent,femaRegion,propertyState,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
False,,,,N,False,,2,1,False,,,47,A,25,False,,,,False,1,,11,1900-01-01T00:00:00.000Z,2025-01-18T00:00:00.000Z,1128,1,2025-01-18T00:00:00.000Z,2026-01-18T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,895,,,17.0,161,,1,,,,,,,,,False,False,S,N,2025-02-06T00:00:00.000Z,,False,False,False,,False,,350049,350049,RIO ARRIBA COUNTY*,False,,,,6.0,NM,Currently Unavailable,87522,35039,35039000100,350390001002,36.0,-106.0,afc3f9c6-a883-4c95-9b5c-a821c0f21ee1
False,,,,N,False,6.0,F,1,False,,,47,AE,25,False,,,,False,1,,11,1996-07-01T00:00:00.000Z,2023-11-26T00:00:00.000Z,1974,1,2025-11-26T00:00:00.000Z,2026-11-26T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,1612,,,75.0,290,,2,,,,,,,,,False,False,N,T,,,False,False,False,,False,,120153,120153,MANATEE COUNTY *,False,,,,4.0,FL,Currently Unavailable,34221,12081,12081001404,120810014041,27.6,-82.6,7459f494-ab81-41e6-a227-e808a622f752
False,,,,N,False,5.0,F,1,False,,,47,AE,25,False,,,,False,2,,11,2018-01-01T00:00:00.000Z,2025-03-19T00:00:00.000Z,629,1,2025-03-19T00:00:00.000Z,2026-03-19T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,472,,,12.0,85,,2,,,,,,,,,False,False,C,N,2025-03-19T00:00:00.000Z,,False,False,False,,False,,120635,120635,MIAMI-DADE COUNTY*,False,,,,4.0,FL,Currently Unavailable,33018,12086,12086012402,120860124021,25.9,-80.3,cc7fe7b8-d241-49d6-8331-f22176216236
False,,,,U,False,6.0,,1,False,,,47,AE,250,False,,,,False,1,,16,1971-01-01T00:00:00.000Z,2025-02-22T00:00:00.000Z,887,1,2025-02-22T00:00:00.000Z,2026-02-22T00:00:00.000Z,1,False,False,RatingEngine,R,False,0,20000,500,,,,90,,2,,,,,,,,,False,False,S,N,,,True,False,False,,False,,125114,125114,"HOLMES BEACH, CITY OF",False,,,,4.0,FL,Currently Unavailable,34217,12081,12081001802,120810018021,27.5,-82.7,3db36e8e-2391-480b-a1f1-b352025a9874
False,,,,N,False,7.0,5,A,False,,,47,AH,25,False,,,,False,1,,11,1960-01-01T00:00:00.000Z,2025-01-23T00:00:00.000Z,884,1,2025-01-23T00:00:00.000Z,2026-01-23T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,688,,,18.0,124,,1,,,,,,,,,False,False,M,N,2025-01-23T00:00:00.000Z,,False,False,False,,False,,120195,120195,"BOCA RATON, CITY OF",False,,,,4.0,FL,Currently Unavailable,33486,12099,12099007603,120990076031,26.4,-80.1,f954e0c4-1707-4f2b-9016-c4c190bfa235
False,,,,N,False,6.0,2,,False,,,47,A,250,False,,,,False,1,,11,1945-01-01T00:00:00.000Z,2025-02-15T00:00:00.000Z,1049,1,2025-02-15T00:00:00.000Z,2026-02-15T00:00:00.000Z,1,False,False,RatingEngine,R,False,55000,0,637,,,15.0,115,,2,,,,,,,,,False,False,S,N,2025-02-15T00:00:00.000Z,,True,False,False,,False,,120230,120230,PASCO COUNTY *,False,,,,4.0,FL,Currently Unavailable,33525,12101,12101032500,121010325004,28.4,-82.2,75060f88-816d-4537-9e95-9ecacbf64339
False,,,,L,False,8.0,H,H,False,,,0,A,0,False,,,,False,1,,15,,2025-01-29T00:00:00.000Z,2400,1,2025-01-29T00:00:00.000Z,2027-12-10T00:00:00.000Z,2,False,False,G,R,False,89600,0,2400,,,,0,,2,,,,,,,,,False,False,S,N,2025-10-01T00:00:00.000Z,,False,False,False,,False,,120113,120113,"PLANT CITY, CITY OF",False,,,,,FL,Currently Unavailable,33563,12000,,,,,223b969b-d715-48fc-8ed8-7cc9ea819bef
False,,,2025-04-11T00:00:00.000Z,N,False,5.0,5,,False,,,47,AE,25,False,,,,False,2,,11,2006-07-01T00:00:00.000Z,2025-04-11T00:00:00.000Z,2209,1,2025-04-11T00:00:00.000Z,2026-04-11T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,1811,22,,50.0,326,,1,,,,,,,,,False,False,C,N,2025-05-09T00:00:00.000Z,,False,False,False,,False,,120635,120635,MIAMI-DADE COUNTY*,False,,,,4.0,FL,Currently Unavailable,33032,12086,12086010621,120860106212,25.5,-80.4,f60db383-b27d-4dc0-aa09-d5afa6dc370b
False,,,,N,False,8.0,F,1,False,,,47,X,25,False,,,,False,1,,11,2018-07-01T00:00:00.000Z,2025-05-13T00:00:00.000Z,533,1,2025-05-13T00:00:00.000Z,2026-05-13T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,391,,,8.0,70,,1,,,,,,,,,False,False,C,N,2025-05-13T00:00:00.000Z,,False,False,False,,False,,450029,450029,BERKELEY COUNTY *,False,,,,4.0,SC,Currently Unavailable,29486,45015,45015020713,450150207131,33.1,-80.2,0b32aa92-b68e-47ca-ab57-a3117405bec5
False,,,,N,False,,F,1,False,,,47,X,25,False,,,,False,1,,11,1964-01-01T00:00:00.000Z,2025-05-23T00:00:00.000Z,708,1,2025-05-23T00:00:00.000Z,2026-05-23T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,539,,,10.0,97,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,445396,445396,"CRANSTON, CITY OF",False,,,,1.0,RI,Currently Unavailable,02920,44007,44007014300,440070143001,41.8,-71.5,2c131c68-0fb0-4b6d-8027-4ef593a7b76d
False,,,,N,False,,F,,False,,,47,AE,250,False,,,,False,1,,11,1950-01-01T00:00:00.000Z,2025-06-07T00:00:00.000Z,2075,1,2025-06-07T00:00:00.000Z,2026-06-07T00:00:00.000Z,1,False,False,RatingEngine,R,False,125000,0,1507,,,28.0,271,,2,,,,,,,,,False,False,S,N,,,False,False,False,,False,,250015,250015,"YARMOUTH, TOWN OF",False,,,,1.0,MA,Currently Unavailable,02664,25001,25001012002,250010120023,41.6,-70.2,97fff00f-a47c-4b99-bca6-40cdde0576fd
False,,,,N,False,8.0,2,2,False,,,47,X,25,False,,,,False,1,,11,1998-12-31T00:00:00.000Z,2025-05-16T00:00:00.000Z,1264,1,2025-05-16T00:00:00.000Z,2026-05-16T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,1010,,,22.0,182,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,120035,120035,"DAVIE, TOWN OF",False,,,,4.0,FL,Currently Unavailable,33325,12011,12011070304,120110703042,26.1,-80.3,5757b598-4c60-4973-bd57-ff74d6a38c16
False,,,,N,False,7.0,F,,False,,,47,AE,25,False,,64.5,65.5,False,1,,11,2024-01-01T00:00:00.000Z,2025-04-17T00:00:00.000Z,708,1,2025-04-17T00:00:00.000Z,2026-04-17T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,539,,,12.0,97,,2,,,,,,,,,False,False,C,N,2025-07-08T00:00:00.000Z,,False,False,False,,False,,120261,120261,POLK COUNTY*,False,,,,4.0,FL,Currently Unavailable,34759,12105,12105012513,121050125132,28.1,-81.5,48e4e500-9dfb-4f56-a7ba-9699a501e445
False,,,,N,False,,A,,False,,,47,X,250,False,,,,False,1,,12,1978-07-01T00:00:00.000Z,2025-03-26T00:00:00.000Z,640,1,2025-03-26T00:00:00.000Z,2026-03-26T00:00:00.000Z,1,False,False,RatingEngine,R,False,50000,0,291,,,5.0,52,,2,,,,,,,,,False,False,S,N,2025-03-26T00:00:00.000Z,,True,False,False,,False,,480359,480359,"CROCKETT, CITY OF",False,,,,6.0,TX,Currently Unavailable,75835,48225,48225950500,482259505001,31.3,-95.4,40f541e4-c5f2-479c-adaa-bb9ae3adda8b
False,,,,N,False,7.0,F,,False,,,47,AH,250,False,,,,False,1,,12,1952-07-01T00:00:00.000Z,2025-04-03T00:00:00.000Z,938,1,2025-04-03T00:00:00.000Z,2026-04-03T00:00:00.000Z,1,False,False,RatingEngine,R,False,109000,0,543,,,12.0,98,,1,,,,,,,,,False,False,C,N,2025-04-03T00:00:00.000Z,,True,False,False,,False,,125113,125113,"HOLLYWOOD, CITY OF",False,,,,4.0,FL,Currently Unavailable,33021,12011,12011091100,120110911002,26.0,-80.2,e2e9e767-00b5-4cfe-b226-bab295a818d0
False,,,,N,False,5.0,F,2,False,,,47,AE,25,False,,3.8,15.4,False,1,,11,2013-01-01T00:00:00.000Z,2013-04-15T00:00:00.000Z,821,1,2025-04-15T00:00:00.000Z,2026-04-15T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,23000,635,,,75.0,114,,2,,,,,,,,,False,False,N,R,,,False,False,False,,False,,125129,125129,MONROE COUNTY*,False,,,,4.0,FL,Currently Unavailable,33040,12087,12087971700,120879717003,24.6,-81.7,36f7f216-7b1e-4340-aff2-9a88f796fffa
False,,,,N,False,9.0,F,,False,,,47,AE,25,False,,,,False,1,,11,1955-01-01T00:00:00.000Z,2025-05-05T00:00:00.000Z,651,1,2025-05-05T00:00:00.000Z,2026-05-05T00:00:00.000Z,1,False,True,RatingEngine,R,False,200000,0,491,,,10.0,88,,1,,,,,,,,,False,False,N,Z,,,False,False,False,,False,,480477,480477,"MIDLAND, CITY OF",False,,,,6.0,TX,Currently Unavailable,79705,48329,48329001700,483290017001,32.0,-102.1,664cb735-83d4-45ac-9c75-d93ac059d488
False,,,,N,False,7.0,2,1,False,,,47,AE,25,False,,5.0,6.5,False,2,,11,1958-04-02T00:00:00.000Z,2018-04-27T00:00:00.000Z,1825,1,2025-04-27T00:00:00.000Z,2026-04-27T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,1486,,,34.0,267,,2,,,,,,,,,False,False,N,R,,,False,False,False,,False,,120213,120213,"LAKE WORTH BEACH,  CITY OF",False,,,,4.0,FL,Currently Unavailable,33460,12099,12099005300,120990053003,26.6,-80.0,84bee103-eb6a-487a-b4d9-659e66bbbef2
False,,,,N,False,,5,A,False,,,47,AE,25,False,,,,False,1,,11,1992-01-01T00:00:00.000Z,2025-04-30T00:00:00.000Z,3247,1,2025-04-30T00:00:00.000Z,2026-04-30T00:00:00.000Z,1,False,True,RatingEngine,R,False,50000,10000,2691,,,50.0,484,,2,,,,,,,,,False,False,S,N,,,False,False,False,,False,,540114,540114,MCDOWELL COUNTY *,False,,,,3.0,WV,Currently Unavailable,24828,54047,54047953800,540479538003,37.5,-81.6,b019cc51-56e9-4ca7-bb77-d805cb026957
False,,,,N,False,9.0,2,2,False,,,47,X,25,False,,,,False,2,,11,1930-01-01T00:00:00.000Z,2025-01-05T00:00:00.000Z,384,1,2025-01-05T00:00:00.000Z,2026-01-05T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,264,,,5.0,48,,1,,,,,,,,,False,False,S,N,2025-01-05T00:00:00.000Z,,False,False,False,,False,,230051,230051,"PORTLAND, CITY OF",False,,,,1.0,ME,Currently Unavailable,04101,23005,23005001500,230050015002,43.7,-70.3,3b1b9356-43ed-4e7e-86e9-36e9a1963545
False,,,,N,False,8.0,2,,False,,,47,X,250,False,,,,False,1,,12,1900-01-01T00:00:00.000Z,2023-03-21T00:00:00.000Z,1330,1,2025-03-21T00:00:00.000Z,2026-03-21T00:00:00.000Z,1,False,False,RatingEngine,R,False,75000,0,875,,,19.0,158,,2,,,,,,,,,False,False,N,Z,,,False,False,False,,False,,040098,040098,"PRESCOTT, CITY OF",False,,,,9.0,AZ,Currently Unavailable,86305,04025,04025001002,040250010022,34.6,-112.5,f07bda24-e5bf-4af1-b34e-b400938e1801
False,,,,N,False,6.0,,1,False,,,47,AE,25,False,,,,False,1,,11,1958-01-01T00:00:00.000Z,2025-06-28T00:00:00.000Z,459,1,2025-06-28T00:00:00.000Z,2026-06-28T00:00:00.000Z,1,False,True,RatingEngine,R,False,0,20000,328,,,,59,,2,,,,,,,,,False,False,S,N,,,True,True,False,,False,,120034,120034,"DANIA BEACH, CITY OF",False,,,,4.0,FL,Currently Unavailable,33004,12011,12011080105,120110801052,26.1,-80.1,35bd092a-471b-4a74-a389-a605bbd7e8a2
False,,,,N,False,6.0,F,1,False,,,47,AE,25,False,,,,False,1,,11,1925-07-01T00:00:00.000Z,2025-02-26T00:00:00.000Z,602,1,2025-02-26T00:00:00.000Z,2026-02-26T00:00:00.000Z,1,False,True,RatingEngine,R,False,167000,80000,449,,,10.0,81,,2,,,,,,,,,False,False,C,N,2025-02-26T00:00:00.000Z,,False,False,False,,False,,510071,510071,GLOUCESTER COUNTY*,False,,,,3.0,VA,Currently Unavailable,23072,51073,51073100500,510731005001,37.3,-76.4,f07518f0-8be5-4fc3-a715-535ca3d4f09a
False,,,,N,False,5.0,F,,False,,,47,AH,25,False,,,,False,2,,11,1989-01-01T00:00:00.000Z,2025-05-31T00:00:00.000Z,701,1,2025-05-31T00:00:00.000Z,2026-05-31T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,533,,,13.0,96,,1,,,,,,,,,False,False,S,N,2025-06-03T00:00:00.000Z,,False,False,False,,False,,120635,120635,MIAMI-DADE COUNTY*,False,,,,4.0,FL,Currently Unavailable,33126,12086,12086009014,120860090142,25.8,-80.3,e66b0e80-e167-4f4e-9268-a9b9f3a4afb0
False,,,,N,False,7.0,F,1,False,,,47,X,25,False,,,,False,2,,11,2024-01-01T00:00:00.000Z,2025-04-23T00:00:00.000Z,617,1,2025-04-23T00:00:00.000Z,2026-04-23T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,462,,,10.0,83,,2,,,,,,,,,False,False,S,N,2025-05-19T00:00:00.000Z,,False,False,False,,False,,220058,220058,EAST BATON ROUGE PARISH,False,,,,6.0,LA,Currently Unavailable,70808,22033,22033002602,220330026024,30.4,-91.1,eafdcdd9-d8de-4768-b9c4-ad9db25c4e52
False,,,,N,False,8.0,F,1,False,,,47,X,25,False,,,,False,1,,11,1975-01-01T00:00:00.000Z,2025-04-06T00:00:00.000Z,979,1,2025-04-06T00:00:00.000Z,2026-04-06T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,769,,,16.0,138,,1,,,,,,,,,False,False,S,N,2025-04-06T00:00:00.000Z,,False,False,False,,False,,485457,485457,"BEAUMONT, CITY OF",False,,,,6.0,TX,Currently Unavailable,77706,48245,48245000310,482450003103,30.1,-94.2,bc005bdd-ce30-4243-b156-c3d45e8893d1
False,,,,N,False,7.0,5,,False,,,47,AH,25,False,,6.3,7.6,False,1,,11,2020-02-02T00:00:00.000Z,2025-03-15T00:00:00.000Z,729,1,2025-03-15T00:00:00.000Z,2026-03-15T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,557,,,12.0,100,,1,,,,,,,,,False,False,C,N,2025-09-04T00:00:00.000Z,,False,False,False,,False,,125093,125093,BROWARD COUNTY*,False,,,,4.0,FL,Currently Unavailable,33311,12011,12011041100,120110411003,26.1,-80.2,0cdfa2de-52a8-4a24-a39c-c3a03623cb0c
False,,,,N,False,,F,1,False,,,47,X,25,False,,,,False,1,,11,2018-01-01T00:00:00.000Z,2025-02-14T00:00:00.000Z,515,1,2025-02-14T00:00:00.000Z,2026-02-14T00:00:00.000Z,1,False,True,RatingEngine,R,False,237000,100000,375,,,7.0,68,,2,,,,,,,,,False,False,N,Z,2025-02-14T00:00:00.000Z,,False,False,False,,False,,480228,480228,FORT BEND COUNTY *,False,,,,6.0,TX,Currently Unavailable,77494,48157,48157673202,481576732023,29.7,-95.9,7c5ecb35-8404-49a6-97c8-3856be510020
False,,,,N,False,7.0,F,1,False,,,47,X,25,False,,,,False,1,,11,1998-07-01T00:00:00.000Z,2025-05-20T00:00:00.000Z,999,1,2025-05-20T00:00:00.000Z,2026-05-20T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,786,,,17.0,141,,2,,,,,,,,,False,False,N,T,2025-05-20T00:00:00.000Z,,False,False,False,,False,,480304,480304,"MISSOURI CITY, CITY OF",False,,,,6.0,TX,Currently Unavailable,77459,48157,48157670904,481576709042,29.5,-95.5,238e3242-2c2c-45b5-adf4-92212cb2d4d6
False,,,,N,False,8.0,F,5,False,,,47,AE,25,False,,,,False,2,,11,1949-07-01T00:00:00.000Z,2025-04-15T00:00:00.000Z,2368,1,2025-04-15T00:00:00.000Z,2026-04-15T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,1946,,,44.0,350,,1,,,,,,,,,False,False,C,N,2025-04-15T00:00:00.000Z,,False,False,False,,False,,340070,340070,"ROCHELLE PARK, TOWNSHIP OF",False,,,,2.0,NJ,Currently Unavailable,07662,34003,34003050000,340030500004,40.9,-74.1,2a211101-afc5-497b-aea8-fff894806386
False,,,,N,False,5.0,5,2,False,,,47,AE,25,False,,,,False,1,,11,2004-07-01T00:00:00.000Z,2024-03-10T00:00:00.000Z,2564,1,2025-03-10T00:00:00.000Z,2026-03-10T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,10000,2112,,,58.0,380,,1,,,,,,,,,False,False,N,R,,,False,False,False,,False,,120635,120635,MIAMI-DADE COUNTY*,False,,,,4.0,FL,Currently Unavailable,33190,12086,12086010626,120860106262,25.6,-80.4,481862ae-c5c3-4d43-b563-56c33073d4f8
False,,,,N,False,,5,,False,,,47,AE,25,False,,,,False,2,,11,1965-04-01T00:00:00.000Z,2025-04-22T00:00:00.000Z,1160,1,2025-04-22T00:00:00.000Z,2026-04-22T00:00:00.000Z,1,False,True,RatingEngine,R,False,88000,0,922,,,17.0,166,,1,,,,,,,,,False,False,C,N,2025-06-03T00:00:00.000Z,,False,False,False,,False,,421468,421468,"RUSH, TOWNSHIP OF",False,,,,3.0,PA,Currently Unavailable,16866,42027,42027010400,420270104001,40.9,-78.2,4ed4c4d8-c363-483d-96e6-d0b5946a0886
False,,,,N,False,9.0,2,,False,,,47,A13,25,False,,3.9,13.6,False,5,,14,2022-08-15T00:00:00.000Z,2025-09-26T00:00:00.000Z,1993,1,2025-09-26T00:00:00.000Z,2026-09-26T00:00:00.000Z,1,False,True,RatingEngine,R,False,230000,0,1628,,,30.0,293,,1,,,,,,,,,False,False,C,N,2025-09-26T00:00:00.000Z,,False,False,False,,False,,225202,225202,LAFOURCHE PARISH*,False,,,,6.0,LA,Currently Unavailable,70377,22057,22057021602,220570216022,29.5,-90.5,1e845595-e3c0-4952-abf1-5cead5e7dc43
False,,,,U,False,7.0,F,,False,,,47,AE,250,False,,,,False,3,,16,2006-01-01T00:00:00.000Z,2025-06-20T00:00:00.000Z,1052,1,2025-06-20T00:00:00.000Z,2026-06-20T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,0,640,,,,115,,2,,,,,,,,,False,False,C,N,2025-06-20T00:00:00.000Z,,True,False,False,,False,,120650,120650,"MIAMI, CITY OF",False,,,,4.0,FL,Currently Unavailable,33131,12086,12086006713,120860067132,25.8,-80.2,bbb71519-5e48-4297-abb9-afe29d05c73e
False,,,,N,False,6.0,D,,False,,,47,AE,250,False,,,,False,1,,18,1992-01-01T00:00:00.000Z,2025-08-13T00:00:00.000Z,4827,1,2025-08-13T00:00:00.000Z,2026-08-13T00:00:00.000Z,1,False,False,RatingEngine,R,False,352000,0,3839,,,75.0,691,,2,,,,,,,,,False,False,S,N,2025-08-13T00:00:00.000Z,,False,False,False,,False,,120067,120067,COLLIER COUNTY *,False,,,,4.0,FL,Currently Unavailable,34105,12021,12021010210,120210102102,26.2,-81.8,357c54d3-affe-4a43-9d9f-093cba21e4a4
False,,,,N,False,,5,1,False,,,47,AE,250,False,,,,False,1,,11,2002-07-01T00:00:00.000Z,2025-06-30T00:00:00.000Z,751,1,2025-06-30T00:00:00.000Z,2026-06-30T00:00:00.000Z,1,False,False,RatingEngine,R,False,45000,3000,385,,,7.0,69,,1,,,,,,,,,False,False,C,N,2025-06-30T00:00:00.000Z,,True,False,False,,False,,280228,280228,MADISON COUNTY *,False,,,,4.0,MS,Currently Unavailable,39046,28089,28089030403,280890304031,32.6,-90.1,d3ceeaea-cae4-4bf4-a083-982950ffc88b
False,,,,N,False,6.0,2,2,False,,,47,X,25,False,,,,False,3,,11,2013-07-01T00:00:00.000Z,2024-11-22T00:00:00.000Z,978,1,2025-11-22T00:00:00.000Z,2026-11-22T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,50000,768,,,18.0,138,,1,,,,,,,,,False,False,N,T,2025-11-22T00:00:00.000Z,,False,False,False,,False,,480296,480296,"HOUSTON, CITY OF",False,,,,6.0,TX,Currently Unavailable,77007,48201,48201510400,482015104002,29.8,-95.4,bb2dc0ad-379f-4583-b61a-01a0075de0fa
False,,,2025-06-20T00:00:00.000Z,N,False,5.0,A,1,False,,,47,AE,25,False,,,,False,1,,11,1950-07-01T00:00:00.000Z,2025-06-20T00:00:00.000Z,1273,1,2025-06-20T00:00:00.000Z,2026-06-20T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,1018,22,,23.0,183,,2,,,,,,,,,False,False,S,N,2025-06-20T00:00:00.000Z,,False,False,False,,False,,120655,120655,"NORTH MIAMI, CITY OF",False,,,,4.0,FL,Currently Unavailable,33181,12086,12086000120,120860001202,25.9,-80.2,7b44345a-b040-403a-a1ae-c14b88ecc3ef
False,,,,N,False,,F,,False,,,47,AE,250,False,,,,False,3,,18,1849-01-01T00:00:00.000Z,2025-08-08T00:00:00.000Z,16116,1,2025-08-08T00:00:00.000Z,2026-08-08T00:00:00.000Z,1,False,False,RatingEngine,R,False,500000,0,13406,,,75.0,2413,,2,,,,,,,,,False,False,S,N,2025-08-08T00:00:00.000Z,,False,False,False,,False,,230067,230067,"AUGUSTA, CITY OF",False,,,,1.0,ME,Currently Unavailable,04330,23011,23011010300,230110103003,44.3,-69.8,b7306eaa-0c95-446f-96c7-a45cc17a9464
False,,,,N,False,8.0,2,,False,,,47,AO,250,False,,,,False,1,,18,1984-01-01T00:00:00.000Z,2025-08-23T00:00:00.000Z,4382,1,2025-08-23T00:00:00.000Z,2026-08-23T00:00:00.000Z,1,False,False,RatingEngine,R,False,500000,0,3462,,,75.0,623,,2,,,,,,,,,False,False,S,N,2025-08-23T00:00:00.000Z,,True,False,False,,False,,485505,485505,"SAN MARCOS, CITY OF",False,,,,6.0,TX,Currently Unavailable,78666,48209,48209010305,482090103051,29.9,-97.9,7978498c-3477-4e10-a89f-9f4ca1cbfc45
False,,,,N,False,,F,,False,,,47,X,250,False,,,,False,2,,12,1961-07-01T00:00:00.000Z,2025-08-07T00:00:00.000Z,1280,1,2025-08-07T00:00:00.000Z,2026-08-07T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,0,833,,,16.0,150,,1,,,,,,,,,False,False,S,N,2025-08-07T00:00:00.000Z,,True,False,False,,False,,425388,425388,"SPRINGFIELD, TOWNSHIP OF",False,,,,3.0,PA,Currently Unavailable,19031,42091,42091210400,420912104004,40.1,-75.2,b4e004fb-9571-4e3e-9ba0-bcbf04ebcf0c
False,,,,N,False,7.0,,1,False,,,47,D,250,False,,,,False,1,,18,1982-07-01T00:00:00.000Z,2025-07-12T00:00:00.000Z,1435,1,2025-07-12T00:00:00.000Z,2026-07-12T00:00:00.000Z,1,False,False,RatingEngine,R,False,0,500000,964,,,,174,,2,,,,,,,,,False,False,S,N,2025-07-12T00:00:00.000Z,,True,True,False,,False,,060349,060349,"SAN JOSE, CITY OF",False,,,,9.0,CA,Currently Unavailable,95131,06085,06085504322,060855043221,37.4,-121.9,4b8b2121-ca1b-4cc7-8fbf-0e69f0d34106
False,,,,N,False,7.0,D,,False,,,47,AE,250,False,,,,False,1,,18,1977-07-01T00:00:00.000Z,2025-12-19T00:00:00.000Z,5850,1,2025-12-19T00:00:00.000Z,2026-12-19T00:00:00.000Z,1,False,False,RatingEngine,R,False,500000,0,4706,,,75.0,847,,1,,,,,,,,,False,False,C,N,2025-12-19T00:00:00.000Z,,True,False,False,,False,,080046,080046,"DENVER, CITY AND COUNTY OF",False,,,,8.0,CO,Currently Unavailable,80204,08031,08031000800,080310008001,39.7,-105.0,bd4d7255-39df-465d-8b44-9beba6da9592
False,,,,N,False,7.0,F,,False,,,47,AE,250,False,,,,False,3,,13,1990-01-01T00:00:00.000Z,2025-06-18T00:00:00.000Z,5991,1,2025-06-18T00:00:00.000Z,2026-06-18T00:00:00.000Z,1,False,False,RatingEngine,R,True,500000,0,4825,,,75.0,869,,2,,,,,,,,,False,False,C,N,2025-06-18T00:00:00.000Z,,True,False,False,,False,,125113,125113,"HOLLYWOOD, CITY OF",False,,,,4.0,FL,Currently Unavailable,33021,12011,12011090502,120110905022,26.0,-80.2,aee0776f-f382-4798-85ef-11bdf246a63a
False,,,,N,False,6.0,F,1,False,,,47,AE,25,False,,,,False,1,,11,1975-07-01T00:00:00.000Z,2024-09-24T00:00:00.000Z,4683,1,2025-09-24T00:00:00.000Z,2026-09-24T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,20000,3908,,,75.0,703,,2,,,,,,,,,False,False,N,T,2025-09-24T00:00:00.000Z,,False,False,False,,False,,125144,125144,SARASOTA COUNTY *,False,,,,4.0,FL,Currently Unavailable,34275,12115,12115002203,121150022033,27.1,-82.4,88b0851d-9bd2-423c-9d00-d8da90e48d55
False,,,,N,False,,F,1,False,,,47,X,25,False,,,,False,1,,11,2006-07-04T00:00:00.000Z,2025-08-23T00:00:00.000Z,557,1,2025-08-23T00:00:00.000Z,2026-08-23T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,411,,,8.0,74,,1,,,,,,,,,False,False,S,N,2025-08-23T00:00:00.000Z,,False,False,False,,False,,481055,481055,WOOD COUNTY*,False,,,,6.0,TX,Currently Unavailable,75773,48499,48499950700,484999507001,32.7,-95.5,6f8e5ea7-de6b-4799-9fec-ea62f6f305d5
